SessionID,SubjectID,Treatment,Condition,Order,flowFKS_9,flowProne.General
session_33-MP,session_33_iism-kd2-b12_MP,MP,1,3,3.88888888888889,3.71428571428571
session_33-MP,session_33_iism-kd2-b14_MP,MP,1,3,4.11111111111111,4
session_33-MP,session_33_iism-kd2-b18_MP,MP,1,3,5,4.14285714285714
session_33-MP,session_33_iism-kd2-b14_MP,MP,2,1,4.77777777777778,4
session_33-MP,session_33_iism-kd2-b18_MP,MP,2,1,5.11111111111111,4.14285714285714
session_33-MP,session_33_iism-kd2-b14_MP,MP,3,2,5,4
session_33-MP,session_33_iism-kd2-b18_MP,MP,3,2,4.77777777777778,4.14285714285714
session_33-MP,session_33_iism-kd2-b12_MP,MP,4,4,2.22222222222222,3.71428571428571
session_33-MP,session_33_iism-kd2-b14_MP,MP,4,4,3.88888888888889,4
session_33-MP,session_33_iism-kd2-b18_MP,MP,4,4,3.88888888888889,4.14285714285714
session_36-SP,session_36_iism-kd2-b16_SP,SP,1,3,4.22222222222222,3.85714285714286
session_36-SP,session_36_iism-kd2-b16_SP,SP,2,1,5.55555555555556,3.85714285714286
session_36-SP,session_36_iism-kd2-b16_SP,SP,3,2,5.77777777777778,3.85714285714286
session_36-SP,session_36_iism-kd2-b16_SP,SP,4,4,3,3.85714285714286
session_38-MP,session_38_iism-kd2-b12_MP,MP,1,2,4.44444444444444,3.95238095238095
session_38-MP,session_38_iism-kd2-b14_MP,MP,1,2,3.33333333333333,4.14285714285714
session_38-MP,session_38_iism-kd2-b18_MP,MP,1,2,3.88888888888889,3.71428571428571
session_38-MP,session_38_iism-kd2-b12_MP,MP,2,4,2.88888888888889,3.95238095238095
session_38-MP,session_38_iism-kd2-b14_MP,MP,2,4,3,4.14285714285714
session_38-MP,session_38_iism-kd2-b18_MP,MP,2,4,3.77777777777778,3.71428571428571
session_38-MP,session_38_iism-kd2-b12_MP,MP,3,3,3.11111111111111,3.95238095238095
session_38-MP,session_38_iism-kd2-b14_MP,MP,3,3,3.44444444444444,4.14285714285714
session_38-MP,session_38_iism-kd2-b18_MP,MP,3,3,4.11111111111111,3.71428571428571
session_38-MP,session_38_iism-kd2-b12_MP,MP,4,1,4.22222222222222,3.95238095238095
session_38-MP,session_38_iism-kd2-b14_MP,MP,4,1,4.66666666666667,4.14285714285714
session_38-MP,session_38_iism-kd2-b18_MP,MP,4,1,3.66666666666667,3.71428571428571
session_39-MP,session_39_iism-kd2-b12_MP,MP,1,4,6.44444444444445,4.28571428571429
session_39-MP,session_39_iism-kd2-b14_MP,MP,1,4,3.88888888888889,3.85714285714286
session_39-MP,session_39_iism-kd2-b18_MP,MP,1,4,4.55555555555556,4.23809523809524
session_39-MP,session_39_iism-kd2-b12_MP,MP,2,3,5.11111111111111,4.28571428571429
session_39-MP,session_39_iism-kd2-b14_MP,MP,2,3,3.66666666666667,3.85714285714286
session_39-MP,session_39_iism-kd2-b18_MP,MP,2,3,4.22222222222222,4.23809523809524
session_39-MP,session_39_iism-kd2-b12_MP,MP,3,1,6.33333333333333,4.28571428571429
session_39-MP,session_39_iism-kd2-b14_MP,MP,3,1,3.88888888888889,3.85714285714286
session_39-MP,session_39_iism-kd2-b18_MP,MP,3,1,4.55555555555556,4.23809523809524
session_39-MP,session_39_iism-kd2-b12_MP,MP,4,2,3.88888888888889,4.28571428571429
session_39-MP,session_39_iism-kd2-b14_MP,MP,4,2,3.22222222222222,3.85714285714286
session_39-MP,session_39_iism-kd2-b18_MP,MP,4,2,4,4.23809523809524
session_39-SP,session_39_iism-kd2-b16_SP,SP,1,2,4.88888888888889,3.14285714285714
session_39-SP,session_39_iism-kd2-b16_SP,SP,2,4,2.88888888888889,3.14285714285714
session_39-SP,session_39_iism-kd2-b16_SP,SP,3,3,4.33333333333333,3.14285714285714
session_39-SP,session_39_iism-kd2-b16_SP,SP,4,1,4.33333333333333,3.14285714285714
session_41-MP,session_41_iism-kd2-b12_MP,MP,1,3,3.88888888888889,3.80952380952381
session_41-MP,session_41_iism-kd2-b14_MP,MP,1,3,3.33333333333333,4.23809523809524
session_41-MP,session_41_iism-kd2-b18_MP,MP,1,3,5.33333333333333,4.52380952380952
session_41-MP,session_41_iism-kd2-b12_MP,MP,2,1,5.33333333333333,3.80952380952381
session_41-MP,session_41_iism-kd2-b14_MP,MP,2,1,3.44444444444444,4.23809523809524
session_41-MP,session_41_iism-kd2-b18_MP,MP,2,1,5.66666666666667,4.52380952380952
session_41-MP,session_41_iism-kd2-b12_MP,MP,3,2,6.66666666666667,3.80952380952381
session_41-MP,session_41_iism-kd2-b18_MP,MP,3,2,5.33333333333333,4.52380952380952
session_41-MP,session_41_iism-kd2-b12_MP,MP,4,4,2.66666666666667,3.80952380952381
session_41-MP,session_41_iism-kd2-b14_MP,MP,4,4,2.55555555555556,4.23809523809524
session_41-MP,session_41_iism-kd2-b18_MP,MP,4,4,5.11111111111111,4.52380952380952
session_41-SP,session_41_iism-kd2-b16_SP,SP,1,1,4.55555555555556,4.47619047619048
session_41-SP,session_41_iism-kd2-b16_SP,SP,2,2,6.33333333333333,4.47619047619048
session_41-SP,session_41_iism-kd2-b16_SP,SP,3,4,7,4.47619047619048
session_41-SP,session_41_iism-kd2-b16_SP,SP,4,3,5.66666666666667,4.47619047619048
session_43-MP,session_43_iism-kd2-b12_MP,MP,1,2,4,4.04761904761905
session_43-MP,session_43_iism-kd2-b14_MP,MP,1,2,5.44444444444445,4.04761904761905
session_43-MP,session_43_iism-kd2-b18_MP,MP,1,2,3.66666666666667,3.47619047619048
session_43-MP,session_43_iism-kd2-b12_MP,MP,2,4,5.33333333333333,4.04761904761905
session_43-MP,session_43_iism-kd2-b14_MP,MP,2,4,3.22222222222222,4.04761904761905
session_43-MP,session_43_iism-kd2-b18_MP,MP,2,4,4.88888888888889,3.47619047619048
session_43-MP,session_43_iism-kd2-b12_MP,MP,3,3,5.33333333333333,4.04761904761905
session_43-MP,session_43_iism-kd2-b14_MP,MP,3,3,4,4.04761904761905
session_43-MP,session_43_iism-kd2-b18_MP,MP,3,3,5.11111111111111,3.47619047619048
session_43-MP,session_43_iism-kd2-b12_MP,MP,4,1,4.44444444444444,4.04761904761905
session_43-MP,session_43_iism-kd2-b14_MP,MP,4,1,4.22222222222222,4.04761904761905
session_43-MP,session_43_iism-kd2-b18_MP,MP,4,1,3.88888888888889,3.47619047619048
session_44-MP,session_44_iism-kd2-b12_MP,MP,1,1,5.44444444444445,3.76190476190476
session_44-MP,session_44_iism-kd2-b14_MP,MP,1,1,4.44444444444444,3.57142857142857
session_44-MP,session_44_iism-kd2-b18_MP,MP,1,1,6.33333333333333,3.71428571428571
session_44-MP,session_44_iism-kd2-b12_MP,MP,2,2,4.88888888888889,3.76190476190476
session_44-MP,session_44_iism-kd2-b14_MP,MP,2,2,3.11111111111111,3.57142857142857
session_44-MP,session_44_iism-kd2-b18_MP,MP,2,2,4.22222222222222,3.71428571428571
session_44-MP,session_44_iism-kd2-b12_MP,MP,3,4,4.66666666666667,3.76190476190476
session_44-MP,session_44_iism-kd2-b14_MP,MP,3,4,3.33333333333333,3.57142857142857
session_44-MP,session_44_iism-kd2-b18_MP,MP,3,4,2.77777777777778,3.71428571428571
session_44-MP,session_44_iism-kd2-b12_MP,MP,4,3,3.66666666666667,3.76190476190476
session_44-MP,session_44_iism-kd2-b18_MP,MP,4,3,4.44444444444444,3.71428571428571
session_44-SP,session_44_iism-kd2-b16_SP,SP,1,3,3.11111111111111,3.66666666666667
session_44-SP,session_44_iism-kd2-b16_SP,SP,2,1,4.11111111111111,3.66666666666667
session_44-SP,session_44_iism-kd2-b16_SP,SP,3,2,4.11111111111111,3.66666666666667
session_44-SP,session_44_iism-kd2-b16_SP,SP,4,4,4.55555555555556,3.66666666666667
session_45-SP,session_45_iism-kd2-b16_SP,SP,1,4,5.11111111111111,3.85714285714286
session_45-SP,session_45_iism-kd2-b16_SP,SP,2,3,5.66666666666667,3.85714285714286
session_45-SP,session_45_iism-kd2-b16_SP,SP,3,1,5.33333333333333,3.85714285714286
session_45-SP,session_45_iism-kd2-b16_SP,SP,4,2,3.88888888888889,3.85714285714286
session_46-SP,session_46_iism-kd2-b14_SP,SP,1,2,5,4.57142857142857
session_46-SP,session_46_iism-kd2-b14_SP,SP,2,4,6.66666666666667,4.57142857142857
session_46-SP,session_46_iism-kd2-b14_SP,SP,3,3,6.88888888888889,4.57142857142857
session_46-SP,session_46_iism-kd2-b14_SP,SP,4,1,5,4.57142857142857
session_47-MP,session_47_iism-kd2-b12_MP,MP,1,1,5,3.52380952380952
session_47-MP,session_47_iism-kd2-b14_MP,MP,1,1,6,4.0952380952381
session_47-MP,session_47_iism-kd2-b18_MP,MP,1,1,5.33333333333333,3.57142857142857
session_47-MP,session_47_iism-kd2-b12_MP,MP,2,2,5.55555555555556,3.52380952380952
session_47-MP,session_47_iism-kd2-b14_MP,MP,2,2,4.66666666666667,4.0952380952381
session_47-MP,session_47_iism-kd2-b18_MP,MP,2,2,4.77777777777778,3.57142857142857
session_47-MP,session_47_iism-kd2-b12_MP,MP,3,4,4.11111111111111,3.52380952380952
session_47-MP,session_47_iism-kd2-b14_MP,MP,3,4,5.55555555555556,4.0952380952381
session_47-MP,session_47_iism-kd2-b18_MP,MP,3,4,5.11111111111111,3.57142857142857
session_47-MP,session_47_iism-kd2-b12_MP,MP,4,3,3.33333333333333,3.52380952380952
session_47-MP,session_47_iism-kd2-b14_MP,MP,4,3,5.22222222222222,4.0952380952381
session_47-MP,session_47_iism-kd2-b18_MP,MP,4,3,4.11111111111111,3.57142857142857
session_47-SP,session_47_iism-kd2-b16_SP,SP,1,1,5.22222222222222,3.80952380952381
session_47-SP,session_47_iism-kd2-b16_SP,SP,2,2,6.33333333333333,3.80952380952381
session_47-SP,session_47_iism-kd2-b16_SP,SP,3,4,6.11111111111111,3.80952380952381
session_47-SP,session_47_iism-kd2-b16_SP,SP,4,3,3.66666666666667,3.80952380952381
session_48-SP,session_48_iism-kd2-b16_SP,SP,1,3,5.55555555555556,4.42857142857143
session_48-SP,session_48_iism-kd2-b16_SP,SP,2,1,6,4.42857142857143
session_48-SP,session_48_iism-kd2-b16_SP,SP,3,2,6.22222222222222,4.42857142857143
session_48-SP,session_48_iism-kd2-b16_SP,SP,4,4,2.66666666666667,4.42857142857143
session_49-MP,session_49_iism-kd2-b14_MP,MP,1,2,5.11111111111111,4.0952380952381
session_49-MP,session_49_iism-kd2-b18_MP,MP,1,2,5.11111111111111,3.85714285714286
session_49-MP,session_49_iism-kd2-b14_MP,MP,2,4,4.77777777777778,4.0952380952381
session_49-MP,session_49_iism-kd2-b18_MP,MP,2,4,4.33333333333333,3.85714285714286
session_49-MP,session_49_iism-kd2-b14_MP,MP,3,3,4.77777777777778,4.0952380952381
session_49-MP,session_49_iism-kd2-b18_MP,MP,3,3,5.33333333333333,3.85714285714286
session_49-MP,session_49_iism-kd2-b14_MP,MP,4,1,4.55555555555556,4.0952380952381
session_49-MP,session_49_iism-kd2-b18_MP,MP,4,1,4.55555555555556,3.85714285714286
session_50-MP,session_50_iism-kd2-b12_MP,MP,1,1,4.33333333333333,3.47619047619048
session_50-MP,session_50_iism-kd2-b14_MP,MP,1,1,4.55555555555556,4.0952380952381
session_50-MP,session_50_iism-kd2-b12_MP,MP,2,2,6.33333333333333,3.47619047619048
session_50-MP,session_50_iism-kd2-b14_MP,MP,2,2,4.33333333333333,4.0952380952381
session_50-MP,session_50_iism-kd2-b18_MP,MP,2,2,5.55555555555556,4.0952380952381
session_50-MP,session_50_iism-kd2-b12_MP,MP,3,4,5.77777777777778,3.47619047619048
session_50-MP,session_50_iism-kd2-b14_MP,MP,3,4,4.66666666666667,4.0952380952381
session_50-MP,session_50_iism-kd2-b18_MP,MP,3,4,5.66666666666667,4.0952380952381
session_50-MP,session_50_iism-kd2-b12_MP,MP,4,3,5.88888888888889,3.47619047619048
session_50-MP,session_50_iism-kd2-b14_MP,MP,4,3,3.66666666666667,4.0952380952381
session_50-MP,session_50_iism-kd2-b18_MP,MP,4,3,3.77777777777778,4.0952380952381
session_50-SP,session_50_iism-kd2-b16_SP,SP,1,1,5.88888888888889,4
session_50-SP,session_50_iism-kd2-b16_SP,SP,2,2,5.22222222222222,4
session_50-SP,session_50_iism-kd2-b16_SP,SP,3,4,6,4
session_50-SP,session_50_iism-kd2-b16_SP,SP,4,3,3.11111111111111,4
session_51-MP,session_51_iism-kd2-b12_MP,MP,1,2,4.33333333333333,3.38095238095238
session_51-MP,session_51_iism-kd2-b14_MP,MP,1,2,4.55555555555556,3.9047619047619
session_51-MP,session_51_iism-kd2-b18_MP,MP,1,2,5.88888888888889,4.04761904761905
session_51-MP,session_51_iism-kd2-b12_MP,MP,2,4,3.88888888888889,3.38095238095238
session_51-MP,session_51_iism-kd2-b14_MP,MP,2,4,3.88888888888889,3.9047619047619
session_51-MP,session_51_iism-kd2-b18_MP,MP,2,4,5.66666666666667,4.04761904761905
session_51-MP,session_51_iism-kd2-b12_MP,MP,3,3,4.88888888888889,3.38095238095238
session_51-MP,session_51_iism-kd2-b14_MP,MP,3,3,5.22222222222222,3.9047619047619
session_51-MP,session_51_iism-kd2-b18_MP,MP,3,3,5.55555555555556,4.04761904761905
session_51-MP,session_51_iism-kd2-b12_MP,MP,4,1,3.55555555555556,3.38095238095238
session_51-MP,session_51_iism-kd2-b14_MP,MP,4,1,3.77777777777778,3.9047619047619
session_51-MP,session_51_iism-kd2-b18_MP,MP,4,1,3.66666666666667,4.04761904761905
session_51-SP,session_51_iism-kd2-b16_SP,SP,1,3,4.22222222222222,3.80952380952381
session_51-SP,session_51_iism-kd2-b16_SP,SP,2,1,3.33333333333333,3.80952380952381
session_51-SP,session_51_iism-kd2-b16_SP,SP,3,2,4.44444444444444,3.80952380952381
session_51-SP,session_51_iism-kd2-b16_SP,SP,4,4,2.55555555555556,3.80952380952381
session_53-MP,session_53_iism-kd2-b12_MP,MP,1,4,4.11111111111111,4.19047619047619
session_53-MP,session_53_iism-kd2-b14_MP,MP,1,4,4.22222222222222,4.28571428571429
session_53-MP,session_53_iism-kd2-b18_MP,MP,1,4,4.66666666666667,4.38095238095238
session_53-MP,session_53_iism-kd2-b12_MP,MP,2,3,5.55555555555556,4.19047619047619
session_53-MP,session_53_iism-kd2-b14_MP,MP,2,3,5.11111111111111,4.28571428571429
session_53-MP,session_53_iism-kd2-b18_MP,MP,2,3,4,4.38095238095238
session_53-MP,session_53_iism-kd2-b12_MP,MP,3,1,5.77777777777778,4.19047619047619
session_53-MP,session_53_iism-kd2-b14_MP,MP,3,1,5.22222222222222,4.28571428571429
session_53-MP,session_53_iism-kd2-b18_MP,MP,3,1,3.44444444444444,4.38095238095238
session_53-MP,session_53_iism-kd2-b12_MP,MP,4,2,4.44444444444444,4.19047619047619
session_53-MP,session_53_iism-kd2-b14_MP,MP,4,2,4.77777777777778,4.28571428571429
session_53-MP,session_53_iism-kd2-b18_MP,MP,4,2,2.44444444444444,4.38095238095238
session_54-MP,session_54_iism-kd2-b12_MP,MP,1,3,6.44444444444445,4.0952380952381
session_54-MP,session_54_iism-kd2-b14_MP,MP,1,3,4.55555555555556,4.42857142857143
session_54-MP,session_54_iism-kd2-b18_MP,MP,1,3,5.33333333333333,3.42857142857143
session_54-MP,session_54_iism-kd2-b12_MP,MP,2,1,5.77777777777778,4.0952380952381
session_54-MP,session_54_iism-kd2-b14_MP,MP,2,1,6,4.42857142857143
session_54-MP,session_54_iism-kd2-b18_MP,MP,2,1,4.66666666666667,3.42857142857143
session_54-MP,session_54_iism-kd2-b12_MP,MP,3,2,5.44444444444445,4.0952380952381
session_54-MP,session_54_iism-kd2-b14_MP,MP,3,2,6,4.42857142857143
session_54-MP,session_54_iism-kd2-b18_MP,MP,3,2,4.66666666666667,3.42857142857143
session_54-MP,session_54_iism-kd2-b12_MP,MP,4,4,3.22222222222222,4.0952380952381
session_54-MP,session_54_iism-kd2-b14_MP,MP,4,4,4,4.42857142857143
session_54-MP,session_54_iism-kd2-b18_MP,MP,4,4,4.33333333333333,3.42857142857143
session_54-SP,session_54_iism-kd2-b16_SP,SP,1,2,4.88888888888889,4.19047619047619
session_54-SP,session_54_iism-kd2-b16_SP,SP,2,4,6.33333333333333,4.19047619047619
session_54-SP,session_54_iism-kd2-b16_SP,SP,3,3,6.77777777777778,4.19047619047619
session_54-SP,session_54_iism-kd2-b16_SP,SP,4,1,5.22222222222222,4.19047619047619
session_55-MP,session_55_iism-kd2-b12_MP,MP,1,1,4.22222222222222,3.47619047619048
session_55-MP,session_55_iism-kd2-b14_MP,MP,1,1,3.44444444444444,3.33333333333333
session_55-MP,session_55_iism-kd2-b18_MP,MP,1,1,5,3.42857142857143
session_55-MP,session_55_iism-kd2-b12_MP,MP,2,2,4.33333333333333,3.47619047619048
session_55-MP,session_55_iism-kd2-b14_MP,MP,2,2,4.88888888888889,3.33333333333333
session_55-MP,session_55_iism-kd2-b18_MP,MP,2,2,5.88888888888889,3.42857142857143
session_55-MP,session_55_iism-kd2-b12_MP,MP,3,4,4.55555555555556,3.47619047619048
session_55-MP,session_55_iism-kd2-b14_MP,MP,3,4,4.22222222222222,3.33333333333333
session_55-MP,session_55_iism-kd2-b18_MP,MP,3,4,6,3.42857142857143
session_55-MP,session_55_iism-kd2-b12_MP,MP,4,3,4.44444444444444,3.47619047619048
session_55-MP,session_55_iism-kd2-b14_MP,MP,4,3,5,3.33333333333333
session_55-MP,session_55_iism-kd2-b18_MP,MP,4,3,2.44444444444444,3.42857142857143
session_55-SP,session_55_iism-kd2-b16_SP,SP,1,3,4.88888888888889,3.80952380952381
session_55-SP,session_55_iism-kd2-b16_SP,SP,2,1,4.11111111111111,3.80952380952381
session_55-SP,session_55_iism-kd2-b16_SP,SP,3,2,5.11111111111111,3.80952380952381
session_55-SP,session_55_iism-kd2-b16_SP,SP,4,4,4.22222222222222,3.80952380952381
session_56-MP,session_56_iism-kd2-b14_MP,MP,1,4,3.88888888888889,3.80952380952381
session_56-MP,session_56_iism-kd2-b14_MP,MP,2,3,4.77777777777778,3.80952380952381
session_56-MP,session_56_iism-kd2-b14_MP,MP,3,1,6.33333333333333,3.80952380952381
session_56-MP,session_56_iism-kd2-b14_MP,MP,4,2,5.22222222222222,3.80952380952381
session_57-MP,session_57_iism-kd2-b12_MP,MP,1,2,5.77777777777778,3.85714285714286
session_57-MP,session_57_iism-kd2-b14_MP,MP,1,2,4.55555555555556,4.52380952380952
session_57-MP,session_57_iism-kd2-b18_MP,MP,1,2,5,3.61904761904762
session_57-MP,session_57_iism-kd2-b12_MP,MP,2,4,5.66666666666667,3.85714285714286
session_57-MP,session_57_iism-kd2-b14_MP,MP,2,4,4.77777777777778,4.52380952380952
session_57-MP,session_57_iism-kd2-b18_MP,MP,2,4,4.88888888888889,3.61904761904762
session_57-MP,session_57_iism-kd2-b12_MP,MP,3,3,5.44444444444445,3.85714285714286
session_57-MP,session_57_iism-kd2-b14_MP,MP,3,3,4.66666666666667,4.52380952380952
session_57-MP,session_57_iism-kd2-b18_MP,MP,3,3,5.44444444444445,3.61904761904762
session_57-MP,session_57_iism-kd2-b12_MP,MP,4,1,5.11111111111111,3.85714285714286
session_57-MP,session_57_iism-kd2-b14_MP,MP,4,1,3.88888888888889,4.52380952380952
session_57-MP,session_57_iism-kd2-b18_MP,MP,4,1,4,3.61904761904762
session_58-MP,session_58_iism-kd2-b12_MP,MP,1,1,4.44444444444444,3.80952380952381
session_58-MP,session_58_iism-kd2-b14_MP,MP,1,1,5.22222222222222,4.33333333333333
session_58-MP,session_58_iism-kd2-b18_MP,MP,1,1,4.33333333333333,3.57142857142857
session_58-MP,session_58_iism-kd2-b12_MP,MP,2,2,4,3.80952380952381
session_58-MP,session_58_iism-kd2-b14_MP,MP,2,2,5.55555555555556,4.33333333333333
session_58-MP,session_58_iism-kd2-b18_MP,MP,2,2,6.11111111111111,3.57142857142857
session_58-MP,session_58_iism-kd2-b12_MP,MP,3,4,4.66666666666667,3.80952380952381
session_58-MP,session_58_iism-kd2-b14_MP,MP,3,4,5.66666666666667,4.33333333333333
session_58-MP,session_58_iism-kd2-b18_MP,MP,3,4,3.55555555555556,3.57142857142857
session_58-MP,session_58_iism-kd2-b12_MP,MP,4,3,3.66666666666667,3.80952380952381
session_58-MP,session_58_iism-kd2-b14_MP,MP,4,3,4.22222222222222,4.33333333333333
session_58-MP,session_58_iism-kd2-b18_MP,MP,4,3,3,3.57142857142857
session_58-SP,session_58_iism-kd2-b16_SP,SP,1,1,4.55555555555556,4.0952380952381
session_58-SP,session_58_iism-kd2-b16_SP,SP,2,2,6.44444444444445,4.0952380952381
session_58-SP,session_58_iism-kd2-b16_SP,SP,3,4,5.77777777777778,4.0952380952381
session_58-SP,session_58_iism-kd2-b16_SP,SP,4,3,5.44444444444445,4.0952380952381
session_59-MP,session_59_iism-kd2-b12_MP,MP,1,2,3.66666666666667,3.80952380952381
session_59-MP,session_59_iism-kd2-b14_MP,MP,1,2,4.11111111111111,3.9047619047619
session_59-MP,session_59_iism-kd2-b18_MP,MP,1,2,4,3.47619047619048
session_59-MP,session_59_iism-kd2-b12_MP,MP,2,4,4,3.80952380952381
session_59-MP,session_59_iism-kd2-b14_MP,MP,2,4,4,3.9047619047619
session_59-MP,session_59_iism-kd2-b18_MP,MP,2,4,4,3.47619047619048
session_59-MP,session_59_iism-kd2-b12_MP,MP,3,3,4.77777777777778,3.80952380952381
session_59-MP,session_59_iism-kd2-b14_MP,MP,3,3,4.44444444444444,3.9047619047619
session_59-MP,session_59_iism-kd2-b18_MP,MP,3,3,4.33333333333333,3.47619047619048
session_59-MP,session_59_iism-kd2-b12_MP,MP,4,1,4.44444444444444,3.80952380952381
session_59-MP,session_59_iism-kd2-b14_MP,MP,4,1,3,3.9047619047619
session_59-MP,session_59_iism-kd2-b18_MP,MP,4,1,3,3.47619047619048
session_59-SP,session_59_iism-kd2-b14_SP,SP,1,4,4,3.42857142857143
session_59-SP,session_59_iism-kd2-b14_SP,SP,2,3,3.66666666666667,3.42857142857143
session_59-SP,session_59_iism-kd2-b14_SP,SP,3,1,4.55555555555556,3.42857142857143
session_59-SP,session_59_iism-kd2-b14_SP,SP,4,2,3.88888888888889,3.42857142857143
session_60-SP,session_60_iism-kd2-b16_SP,SP,1,1,4.55555555555556,3.14285714285714
session_60-SP,session_60_iism-kd2-b16_SP,SP,2,2,5,3.14285714285714
session_60-SP,session_60_iism-kd2-b16_SP,SP,3,4,5,3.14285714285714
session_60-SP,session_60_iism-kd2-b16_SP,SP,4,3,1.88888888888889,3.14285714285714
session_61-MP,session_61_iism-kd2-b12_MP,MP,1,3,5.66666666666667,3.42857142857143
session_61-MP,session_61_iism-kd2-b14_MP,MP,1,3,4.22222222222222,4.04761904761905
session_61-MP,session_61_iism-kd2-b18_MP,MP,1,3,5.66666666666667,4.0952380952381
session_61-MP,session_61_iism-kd2-b12_MP,MP,2,1,3.88888888888889,3.42857142857143
session_61-MP,session_61_iism-kd2-b14_MP,MP,2,1,4.66666666666667,4.04761904761905
session_61-MP,session_61_iism-kd2-b18_MP,MP,2,1,4.22222222222222,4.0952380952381
session_61-MP,session_61_iism-kd2-b12_MP,MP,3,2,5.11111111111111,3.42857142857143
session_61-MP,session_61_iism-kd2-b14_MP,MP,3,2,4.44444444444444,4.04761904761905
session_61-MP,session_61_iism-kd2-b18_MP,MP,3,2,4.55555555555556,4.0952380952381
session_61-MP,session_61_iism-kd2-b12_MP,MP,4,4,4,3.42857142857143
session_61-MP,session_61_iism-kd2-b14_MP,MP,4,4,3.88888888888889,4.04761904761905
session_61-MP,session_61_iism-kd2-b18_MP,MP,4,4,4.11111111111111,4.0952380952381
session_62-MP,session_62_iism-kd2-b12_MP,MP,1,4,4.44444444444444,3.57142857142857
session_62-MP,session_62_iism-kd2-b14_MP,MP,1,4,4,4.04761904761905
session_62-MP,session_62_iism-kd2-b18_MP,MP,1,4,5.22222222222222,3.33333333333333
session_62-MP,session_62_iism-kd2-b12_MP,MP,2,3,5.44444444444445,3.57142857142857
session_62-MP,session_62_iism-kd2-b14_MP,MP,2,3,4.77777777777778,4.04761904761905
session_62-MP,session_62_iism-kd2-b18_MP,MP,2,3,6.11111111111111,3.33333333333333
session_62-MP,session_62_iism-kd2-b12_MP,MP,3,1,4.66666666666667,3.57142857142857
session_62-MP,session_62_iism-kd2-b14_MP,MP,3,1,4.88888888888889,4.04761904761905
session_62-MP,session_62_iism-kd2-b18_MP,MP,3,1,5.55555555555556,3.33333333333333
session_62-MP,session_62_iism-kd2-b12_MP,MP,4,2,4,3.57142857142857
session_62-MP,session_62_iism-kd2-b14_MP,MP,4,2,4.44444444444444,4.04761904761905
session_62-MP,session_62_iism-kd2-b18_MP,MP,4,2,3.77777777777778,3.33333333333333
session_62-SP,session_62_iism-kd2-b16_SP,SP,1,3,3.55555555555556,4.04761904761905
session_62-SP,session_62_iism-kd2-b16_SP,SP,2,1,4.22222222222222,4.04761904761905
session_62-SP,session_62_iism-kd2-b16_SP,SP,3,2,5.44444444444445,4.04761904761905
session_62-SP,session_62_iism-kd2-b16_SP,SP,4,4,4,4.04761904761905
session_63-MP,session_63_iism-kd2-b12_MP,MP,1,3,4.44444444444444,4.42857142857143
session_63-MP,session_63_iism-kd2-b14_MP,MP,1,3,5.88888888888889,4.38095238095238
session_63-MP,session_63_iism-kd2-b18_MP,MP,1,3,6.22222222222222,4
session_63-MP,session_63_iism-kd2-b12_MP,MP,2,1,5.66666666666667,4.42857142857143
session_63-MP,session_63_iism-kd2-b14_MP,MP,2,1,5.55555555555556,4.38095238095238
session_63-MP,session_63_iism-kd2-b18_MP,MP,2,1,5.44444444444445,4
session_63-MP,session_63_iism-kd2-b12_MP,MP,3,2,5.11111111111111,4.42857142857143
session_63-MP,session_63_iism-kd2-b14_MP,MP,3,2,5.77777777777778,4.38095238095238
session_63-MP,session_63_iism-kd2-b18_MP,MP,3,2,5.44444444444445,4
session_63-MP,session_63_iism-kd2-b12_MP,MP,4,4,5,4.42857142857143
